Titre Français,Titre Anglais,Année,Pochette,Disque Français,Disque Anglais,Audio Français,Audio Anglais,Double,Dernier Épisode Visionné,Année(s) saison,Dernière saison
Le Dernier Navire - Saison 01 - 02 Bienvenue à Guantanamo ,The Last Ship - Season 01 - 02 Welcome to Gitmo,2014,,Z,Z,Z:\Le Dernier Navire - Saison 01\The.Last.Ship.S01E02.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,Z:\Le Dernier Navire - Saison 01\The.Last.Ship.S01E02.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,,,,
Le Dernier Navire - Saison 01 - 03 Guerre froide ,The Last Ship - Season 01 - 03 Dead Reckoning,2014,,Z,Z,Z:\Le Dernier Navire - Saison 01\The.Last.Ship.S01E03.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,Z:\Le Dernier Navire - Saison 01\The.Last.Ship.S01E03.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,,,,
Le Dernier Navire - Saison 01 - 04 L'Or bleu ,The Last Ship - Season 01 - 04 We'll Get There,2014,,Z,Z,Z:\Le Dernier Navire - Saison 01\The.Last.Ship.S01E04.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,Z:\Le Dernier Navire - Saison 01\The.Last.Ship.S01E04.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,,,,
Le Dernier Navire - Saison 01 - 05 El Toro ,The Last Ship - Season 01 - 05 El Toro ,2014,,Z,Z,Z:\Le Dernier Navire - Saison 01\The.Last.Ship.S01E05.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,Z:\Le Dernier Navire - Saison 01\The.Last.Ship.S01E05.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,,,,
Le Dernier Navire - Saison 01 - 06 Panique à bord ,The Last Ship - Season 01 - 06 Lockdown,2014,,Z,Z,Z:\Le Dernier Navire - Saison 01\The.Last.Ship.S01E06.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,Z:\Le Dernier Navire - Saison 01\The.Last.Ship.S01E06.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,,,,
Le Dernier Navire - Saison 01 - 07 Piège en eaux troubles ,The Last Ship - Season 01 - 07 SOS,2014,,Z,Z,Z:\Le Dernier Navire - Saison 01\The.Last.Ship.S01E07.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,Z:\Le Dernier Navire - Saison 01\The.Last.Ship.S01E07.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,,,,
Le Dernier Navire - Saison 01 - 08 Commando,The Last Ship - Season 01 - 08 Two Sailors Walk Into a Bar…,2014,,Z,Z,Z:\Le Dernier Navire - Saison 01\The.Last.Ship.S01E08.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,Z:\Le Dernier Navire - Saison 01\The.Last.Ship.S01E08.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,,,,
Le Dernier Navire - Saison 01 - 09 La Fièvre aux corps ,The Last Ship - Season 01 - 09 Trails,2014,,Z,Z,Z:\Le Dernier Navire - Saison 01\The.Last.Ship.S01E09.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,Z:\Le Dernier Navire - Saison 01\The.Last.Ship.S01E09.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,,,,
Le Dernier Navire - Saison 01 - 10 Les Survivants ,The Last Ship - Season 01 - 10 No Place Like Home,2014,,Z,Z,Z:\Le Dernier Navire - Saison 01\The.Last.Ship.S01E10.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,Z:\Le Dernier Navire - Saison 01\The.Last.Ship.S01E10.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,,,,
Le Dernier Navire - Saison 02,The Last Ship - Season 02,2014,,Z,Z,,,,,2015,
Le Dernier Navire - Saison 02 - 01 Un monde de chaos ,The Last Ship - Season 02 - 01 Unreal City,2014,,Z,Z,Z:\Le Dernier Navire - Saison 02\The.Last.Ship.S02E01.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,Z:\Le Dernier Navire - Saison 02\The.Last.Ship.S02E01.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,,,,
Le Dernier Navire - Saison 02 - 02 Rébellion ,The Last Ship - Season 02 - 02 Fight the Ship,2014,,Z,Z,Z:\Le Dernier Navire - Saison 02\The.Last.Ship.S02E02.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,Z:\Le Dernier Navire - Saison 02\The.Last.Ship.S02E02.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,,,,
Le Dernier Navire - Saison 02 - 03 L'Arche du commandant ,The Last Ship - Season 02 - 03 It's Not a Rumor,2014,,Z,Z,Z:\Le Dernier Navire - Saison 02\The.Last.Ship.S02E03.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,Z:\Le Dernier Navire - Saison 02\The.Last.Ship.S02E03.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,,,,
Le Dernier Navire - Saison 02 - 04 Solace,The Last Ship - Season 02 - 04 Solace,2014,,Z,Z,Z:\Le Dernier Navire - Saison 02\The.Last.Ship.S02E04.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,Z:\Le Dernier Navire - Saison 02\The.Last.Ship.S02E04.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,,,,
Le Dernier Navire - Saison 02 - 05 Bataille navale ,The Last Ship - Season 02 - 05 Achilles,2014,,Z,Z,Z:\Le Dernier Navire - Saison 02\The.Last.Ship.S02E05.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,Z:\Le Dernier Navire - Saison 02\The.Last.Ship.S02E05.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,,,,
Le Dernier Navire - Saison 02 - 06 Advienne que pourra ,The Last Ship - Season 02 - 06 Long Day's Journey,2014,,Z,Z,Z:\Le Dernier Navire - Saison 02\The.Last.Ship.S02E06.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,Z:\Le Dernier Navire - Saison 02\The.Last.Ship.S02E06.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,,,,
Le Dernier Navire - Saison 02 - 07 Les infiltrés ,The Last Ship - Season 02 - 07 Alone and Unafraid,2014,,Z,Z,Z:\Le Dernier Navire - Saison 02\The.Last.Ship.S02E07.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,Z:\Le Dernier Navire - Saison 02\The.Last.Ship.S02E07.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,,,,
Le Dernier Navire - Saison 02 - 08 La voie de la rédemption ,The Last Ship - Season 02 - 08 Safe Zone,2014,,Z,Z,Z:\Le Dernier Navire - Saison 02\The.Last.Ship.S02E08.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,Z:\Le Dernier Navire - Saison 02\The.Last.Ship.S02E08.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,,,,
Le Dernier Navire - Saison 02 - 09 Les enfants soldats ,The Last Ship - Season 02 - 09 Uneasy Lies the Head,2014,,Z,Z,Z:\Le Dernier Navire - Saison 02\The.Last.Ship.S02E09.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,Z:\Le Dernier Navire - Saison 02\The.Last.Ship.S02E09.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,,,,
Le Dernier Navire - Saison 02 - 10 Du sang sur les mains ,The Last Ship - Season 02 - 10 Friendly Fire,2014,,Z,Z,Z:\Le Dernier Navire - Saison 02\The.Last.Ship.S02E10.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,Z:\Le Dernier Navire - Saison 02\The.Last.Ship.S02E10.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,,,,
Le Dernier Navire - Saison 02 - 11 Valkyrie,The Last Ship - Season 02 - 11 Valkyrie,2014,,Z,Z,Z:\Le Dernier Navire - Saison 02\The.Last.Ship.S02E11.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,Z:\Le Dernier Navire - Saison 02\The.Last.Ship.S02E11.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,,,,
Le Dernier Navire - Saison 02 - 12 Un espoir menacé ,The Last Ship - Season 02 - 12 Cry Havoc,2014,,Z,Z,Z:\Le Dernier Navire - Saison 02\The.Last.Ship.S02E12.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,Z:\Le Dernier Navire - Saison 02\The.Last.Ship.S02E12.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,,,,
Le Dernier Navire - Saison 02 - 13 Sauver les hommes ,The Last Ship - Season 02 - 13 A More Perfect Union,2014,,Z,Z,Z:\Le Dernier Navire - Saison 02\The.Last.Ship.S02E13.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,Z:\Le Dernier Navire - Saison 02\The.Last.Ship.S02E13.Multi.1080p.BluRay.TrueHD.5.1.H.264-CELESTIS.mkv,,,,
Le Dernier Navire - Saison 03,The Last Ship - Season 03,2014,,Z,Z,,,,,2016,
Le Dernier Navire - Saison 03 - 01 The Scott Effect,The Last Ship - Season 03 - 01 The Scott Effect,2014,,Z,Z,Z:\Le Dernier Navire - Saison 03\The.Last.Ship.S03E01.MULTi.1080p.BluRay.x264-VENUE.mkv,Z:\Le Dernier Navire - Saison 03\The.Last.Ship.S03E01.MULTi.1080p.BluRay.x264-VENUE.mkv,,,,
Le Dernier Navire - Saison 03 - 02 Rising Sun,The Last Ship - Season 03 - 02 Rising Sun,2014,,Z,Z,Z:\Le Dernier Navire - Saison 03\The.Last.Ship.S03E02.MULTi.1080p.BluRay.x264-VENUE.mkv,Z:\Le Dernier Navire - Saison 03\The.Last.Ship.S03E02.MULTi.1080p.BluRay.x264-VENUE.mkv,,,,
Le Dernier Navire - Saison 03 - 03 Shanzhai,The Last Ship - Season 03 - 03 Shanzhai,2014,,Z,Z,Z:\Le Dernier Navire - Saison 03\The.Last.Ship.S03E03.MULTi.1080p.BluRay.x264-VENUE.mkv,Z:\Le Dernier Navire - Saison 03\The.Last.Ship.S03E03.MULTi.1080p.BluRay.x264-VENUE.mkv,,,,
Le Dernier Navire - Saison 03 - 04 Devil May Care,The Last Ship - Season 03 - 04 Devil May Care,2014,,Z,Z,Z:\Le Dernier Navire - Saison 03\The.Last.Ship.S03E04.MULTi.1080p.BluRay.x264-VENUE.mkv,Z:\Le Dernier Navire - Saison 03\The.Last.Ship.S03E04.MULTi.1080p.BluRay.x264-VENUE.mkv,,,,
Le Dernier Navire - Saison 03 - 05 Minefield,The Last Ship - Season 03 - 05 Minefield,2014,,Z,Z,Z:\Le Dernier Navire - Saison 03\The.Last.Ship.S03E05.MULTi.1080p.BluRay.x264-VENUE.mkv,Z:\Le Dernier Navire - Saison 03\The.Last.Ship.S03E05.MULTi.1080p.BluRay.x264-VENUE.mkv,,,,
Le Dernier Navire - Saison 03 - 06 Dog Day,The Last Ship - Season 03 - 06 Dog Day,2014,,Z,Z,Z:\Le Dernier Navire - Saison 03\The.Last.Ship.S03E06.MULTi.1080p.BluRay.x264-VENUE.mkv,Z:\Le Dernier Navire - Saison 03\The.Last.Ship.S03E06.MULTi.1080p.BluRay.x264-VENUE.mkv,,,,
Le Dernier Navire - Saison 03 - 07 In the Dark,The Last Ship - Season 03 - 07 In the Dark,2014,,Z,Z,Z:\Le Dernier Navire - Saison 03\The.Last.Ship.S03E07.MULTI.1080p.BluRay.x264-VENUE.mkv,Z:\Le Dernier Navire - Saison 03\The.Last.Ship.S03E07.MULTI.1080p.BluRay.x264-VENUE.mkv,,,,
Le Dernier Navire - Saison 03 - 08 Sea Change,The Last Ship - Season 03 - 08 Sea Change,2014,,Z,Z,Z:\Le Dernier Navire - Saison 03\The.Last.Ship.S03E08.MULTi.1080p.BluRay.x264-VENUE.mkv,Z:\Le Dernier Navire - Saison 03\The.Last.Ship.S03E08.MULTi.1080p.BluRay.x264-VENUE.mkv,,,,
Le Dernier Navire - Saison 03 - 09 Eutopia,The Last Ship - Season 03 - 09 Eutopia,2014,,Z,Z,Z:\Le Dernier Navire - Saison 03\The.Last.Ship.S03E09.MULTi.1080p.BluRay.x264-VENUE.mkv,Z:\Le Dernier Navire - Saison 03\The.Last.Ship.S03E09.MULTi.1080p.BluRay.x264-VENUE.mkv,,,,
Le Dernier Navire - Saison 03 - 10 Scuttle,The Last Ship - Season 03 - 10 Scuttle,2014,,Z,Z,Z:\Le Dernier Navire - Saison 03\The.Last.Ship.S03E10.MULTi.1080p.BluRay.x264-VENUE.mkv,Z:\Le Dernier Navire - Saison 03\The.Last.Ship.S03E10.MULTi.1080p.BluRay.x264-VENUE.mkv,,,,
Le Dernier Navire - Saison 03 - 11 Legacy,The Last Ship - Season 03 - 11 Legacy,2014,,Z,Z,Z:\Le Dernier Navire - Saison 03\The.Last.Ship.S03E11.MULTi.1080p.BluRay.x264-VENUE.mkv,Z:\Le Dernier Navire - Saison 03\The.Last.Ship.S03E11.MULTi.1080p.BluRay.x264-VENUE.mkv,,,,
Le Dernier Navire - Saison 03 - 12 Resistance,The Last Ship - Season 03 - 12 Resistance,2014,,Z,Z,Z:\Le Dernier Navire - Saison 03\The.Last.Ship.S03E12.MULTi.1080p.BluRay.x264-VENUE.mkv,Z:\Le Dernier Navire - Saison 03\The.Last.Ship.S03E12.MULTi.1080p.BluRay.x264-VENUE.mkv,,,,
Le Dernier Navire - Saison 03 - 13 Don't Look Back,The Last Ship - Season 03 - 13 Don't Look Back,2014,,Z,Z,Z:\Le Dernier Navire - Saison 03\The.Last.Ship.S03E13.FINAL.MULTi.1080p.BluRay.x264-VENUE.mkv,Z:\Le Dernier Navire - Saison 03\The.Last.Ship.S03E13.FINAL.MULTi.1080p.BluRay.x264-VENUE.mkv,,,,
Le Dernier Navire - Saison 04,The Last Ship - Season 04,2014,,A,A,,,double,,2017,
Le Dernier Navire - Saison 04 - 01 In Medias Res ,The Last Ship - Season 04 - 01 In Medias Res ,2014,,A,A,A:\Le Dernier Navire - Saison 04\The.Last.Ship.S04E01.FRENCH.1080p.BluRay.x264-FRATERNiTY\The.Last.Ship.S04E01.FRENCH.1080p.BluRay.x264-FRATERNiTY.mkv,A:\The Last Ship - Season 04\The.Last.Ship.S04E01.MULTi.1080p.HDTV.x264-SH0W\the.last.ship.s04e01.multi.1080p.hdtv.x264-sh0w.mkv,,,,
Le Dernier Navire - Saison 04 - 02 Les Colonnes d'Hercule ,The Last Ship - Season 04 - 02 The Pillars of Hercules,2014,,A,A,A:\Le Dernier Navire - Saison 04\The.Last.Ship.S04E02.FRENCH.1080p.BluRay.x264-FRATERNiTY\The.Last.Ship.S04E02.FRENCH.1080p.BluRay.x264-FRATERNiTY.mkv,A:\The Last Ship - Season 04\The.Last.Ship.S04E02.MULTi.1080p.HDTV.x264-SH0W\The.Last.Ship.S04E02.MULTi.1080p.HDTV.x264-SH0W.mkv,,,,
Le Dernier Navire - Saison 04 - 03 Dans l'arène ,The Last Ship - Season 04 - 03 Bread and Circuses,2014,,A,A,A:\Le Dernier Navire - Saison 04\The.Last.Ship.S04E03.FRENCH.1080p.BluRay.x264-FRATERNiTY\The.Last.Ship.S04E03.FRENCH.1080p.BluRay.x264-FRATERNiTY.mkv,A:\The Last Ship - Season 04\The.Last.Ship.S04E03.MULTi.1080p.HDTV.x264-SH0W\The.Last.Ship.S04E03.MULTi.1080p.HDTV.x264-SH0W.mkv,,,,
Le Dernier Navire - Saison 04 - 04 Nostos,The Last Ship - Season 04 - 04 Nostos,2014,,A,A,A:\Le Dernier Navire - Saison 04\The.Last.Ship.S04E04.FRENCH.1080p.BluRay.x264-FRATERNiTY\The.Last.Ship.S04E04.FRENCH.1080p.BluRay.x264-FRATERNiTY.mkv,A:\The Last Ship - Season 04\The.Last.Ship.S04E04.MULTi.1080p.HDTV.x264-SH0W\The.Last.Ship.S04E04.MULTi.1080p.HDTV.x264-SH0W.mkv,,,,
Le Dernier Navire - Saison 04 - 05 Serment d'allégeance ,The Last Ship - Season 04 - 05 Allegiance,2014,,A,A,A:\Le Dernier Navire - Saison 04\The.Last.Ship.S04E05.FRENCH.1080p.BluRay.x264-FRATERNiTY\The.Last.Ship.S04E05.FRENCH.1080p.BluRay.x264-FRATERNiTY.mkv,ND,,,,
Le Dernier Navire - Saison 04 - 06 La Tempête ,The Last Ship - Season 04 - 06 Tempest,2014,,A,A,A:\Le Dernier Navire - Saison 04\The.Last.Ship.S04E06.FRENCH.1080p.BluRay.x264-FRATERNiTY\The.Last.Ship.S04E06.FRENCH.1080p.BluRay.x264-FRATERNiTY.mkv,A:\The Last Ship - Season 04\The.Last.Ship.S04E06.MULTi.1080p.HDTV.x264-SH0W\The.Last.Ship.S04E06.MULTi.1080p.HDTV.x264-SH0W.mkv,,,,
Le Dernier Navire - Saison 04 - 07 Fête surprise ,The Last Ship - Season 04 - 07 Feast,2014,,A,A,A:\Le Dernier Navire - Saison 04\The.Last.Ship.S04E07.FRENCH.1080p.BluRay.x264-FRATERNiTY\The.Last.Ship.S04E07.FRENCH.1080p.BluRay.x264-FRATERNiTY.mkv,A:\The Last Ship - Season 04\The.Last.Ship.S04E07.MULTi.1080p.HDTV.x264-SH0W\The.Last.Ship.S04E07.MULTi.1080p.HDTV.x264-SH0W.mkv,,,,
Le Dernier Navire - Saison 04 - 08 Le Lazaret ,The Last Ship - Season 04 - 08 Lazaretto,2014,,A,A,A:\Le Dernier Navire - Saison 04\The.Last.Ship.S04E08.FRENCH.1080p.BluRay.x264-FRATERNiTY\The.Last.Ship.S04E08.FRENCH.1080p.BluRay.x264-FRATERNiTY.mkv,A:\The Last Ship - Season 04\The.Last.Ship.S04E08.MULTi.1080p.HDTV.x264-SH0W\The.Last.Ship.S04E08.MULTi.1080p.HDTV.x264-SH0W.mkv,,,,
"Le Dernier Navire - Saison 04 - 09 Détecter, leurrer et détruire ","The Last Ship - Season 04 - 09 Detect, Deceive, Destroy",2014,,A,A,A:\Le Dernier Navire - Saison 04\The.Last.Ship.S04E09.FRENCH.1080p.BluRay.x264-FRATERNiTY\The.Last.Ship.S04E09.FRENCH.1080p.BluRay.x264-FRATERNiTY.mkv,A:\The Last Ship - Season 04\The.Last.Ship.S04E09.MULTi.1080p.HDTV.x264-SH0W\The.Last.Ship.S04E09.MULTi.1080p.HDTV.x264-SH0W.mkv,,,,
Le Dernier Navire - Saison 04 - 10 L'Affrontement final ,The Last Ship - Season 04 - 10 Endgame,2014,,A,A,A:\Le Dernier Navire - Saison 04\The.Last.Ship.S04E10.FiNAL.FRENCH.1080p.BluRay.x264-FRATERNiTY\The.Last.Ship.S04E10.FiNAL.FRENCH.1080p.BluRay.x264-FRATERNiTY.mkv,A:\The Last Ship - Season 04\The.Last.Ship.S04E10.FiNAL.MULTi.1080p.HDTV.x264-SH0W\The.Last.Ship.S04E10.FiNAL.MULTi.1080p.HDTV.x264-SH0W.mkv,,,,
Le Dernier Navire - Saison 05,The Last Ship - Season 05,2014,,B,B,,,double,,2018,
Le Dernier Navire - Saison 05 - 01 Déclaration de guerre ,The Last Ship - Season 05 - 01 Casus Belli,2014,,B,B,P:\Le Dernier Navire - Saison 05\The.Last.Ship.S05E01.FRENCH.1080p.AMZN.WEB-DL.H264-FRATERNiTY.mkv,P:\The Last Ship - Season 05\The.Last.Ship.S05E01.FASTSUB.VOSTFR.1080p.AMZN.WEB-DL.DDP5.1.H.264-GOLD.mkv,,,,
Le Dernier Navire - Saison 05 - 02 Pièges en haute mer ,The Last Ship - Season 05 - 02 Fog of War,2014,,B,B,P:\Le Dernier Navire - Saison 05\The.Last.Ship.S05E02.FRENCH.1080p.AMZN.WEB-DL.H264-FRATERNiTY.mkv,P:\The Last Ship - Season 05\The.Last.Ship.S05E02.Fog.of.War.VOSTFR.1080p.AMZN.WEB-DL.DDP5.1.H.264-NTG.mkv,,,,
Le Dernier Navire - Saison 05 - 03 El Puente ,The Last Ship - Season 05 - 03 El Puente ,2014,,B,B,P:\Le Dernier Navire - Saison 05\The.Last.Ship.S05E03.FRENCH.1080p.AMZN.WEB-DL.H264-FRATERNiTY.mkv,P:\The Last Ship - Season 05\The.Last.Ship.S05E03.El.Puente.VOSTFR.1080p.AMZN.WEB-DL.DDP5.1.H.264-NTG.mkv,,,,
Le Dernier Navire - Saison 05 - 04 Tropique du Cancer ,The Last Ship - Season 05 - 04 Tropic of Cancer,2014,,B,B,P:\Le Dernier Navire - Saison 05\The.Last.Ship.S05E04.FRENCH.1080p.AMZN.WEB-DL.H264-FRATERNiTY.mkv,P:\The Last Ship - Season 05\The.Last.Ship.S05E04.Tropic.of.Cancer.FASTSUB.VOSTFR.1080p.AMZN.WEB-DL.DDP5.1.H.264-NTG.mkv,,,,
Le Dernier Navire - Saison 05 - 05 Les Guerriers ,The Last Ship - Season 05 - 05 Warriors,2014,,B,B,P:\Le Dernier Navire - Saison 05\The.Last.Ship.S05E05.FRENCH.1080p.AMZN.WEB-DL.H264-FRATERNiTY.mkv,P:\The Last Ship - Season 05\The.Last.Ship.S05E05.Warriors.VOSTFR.1080p.AMZN.WEB-DL.DDP5.1.H.264-NTG.mkv,,,,
Le Dernier Navire - Saison 05 - 06 Cuba,The Last Ship - Season 05 - 06 Air Drop,2014,,B,B,P:\Le Dernier Navire - Saison 05\The.Last.Ship.S05E06.FRENCH.1080p.AMZN.WEB-DL.H264-FRATERNiTY.mkv,P:\The Last Ship - Season 05\The.Last.Ship.S05E06.Air.Drop.VOSTFR.1080p.AMZN.WEB-DL.DDP5.1.H.264-NTG.mkv,,,,
Le Dernier Navire - Saison 05 - 07 Le Camp X,The Last Ship - Season 05 - 07 Somos la Sangre,2014,,B,B,P:\Le Dernier Navire - Saison 05\The.Last.Ship.S05E07.FRENCH.1080p.AMZN.WEB-DL.H264-FRATERNiTY.mkv,P:\The Last Ship - Season 05\The.Last.Ship.S05E07.FASTSUB.VOSTFR.720p.WEBRip.x264-GOLD.mkv,,,,
Le Dernier Navire - Saison 05 - 08 Honneur ,The Last Ship - Season 05 - 08 Honor,2014,,B,B,P:\Le Dernier Navire - Saison 05\The.Last.Ship.S05E08.FRENCH.1080p.AMZN.WEB-DL.H264-FRATERNiTY.mkv,P:\The Last Ship - Season 05\The.Last.Ship.S05E08.FASTSUB.VOSTFR.1080p.WEBRip.x264-GOLD.mkv,,,,
Le Dernier Navire - Saison 05 - 09 Le Calme avant la tempête ,The Last Ship - Season 05 - 09 Courage,2014,,B,B,P:\Le Dernier Navire - Saison 05\The.Last.Ship.S05E09.FRENCH.1080p.AMZN.WEB-DL.H264-FRATERNiTY.mkv,P:\The Last Ship - Season 05\The.Last.Ship.S05E09.FASTSUB.VOSTFR.720p.WEBRip.x264-GOLD.mkv,,,,
Le Dernier Navire - Saison 05 - 10 Engagement,The Last Ship - Season 05 - 10 Commitment,2014,,B,B,P:\Le Dernier Navire - Saison 05\The.Last.Ship.S05E10.FINAL.FRENCH.1080p.AMZN.WEB-DL.H264-FRATERNiTY.mkv,P:\The Last Ship - Season 05\The.Last.Ship.S05E10.FiNAL.FASTSUB.VOSTFR.720p.WEBRip.x264-GOLD.mkv,,,,2018
Les Nouveaux Aventuriers,The Librarians,2014,Picture 5961,E,E,,,,,,
Les Nouveaux Aventuriers - Saison 01,The Librarians - Season 01,2014,,E,E,,,,,2014,
Les Nouveaux Aventuriers - Saison 01 - 01 La Couronne du Roi Arthur,The Librarians - Season 01 - 01 And the Crown of King Arthur,2014,,E,E,K:\Les Nouveaux Aventuriers - Saison 01\The.Librarians.S01E01.MULTI.1080P.AMZN.WEB-DL.X264-W074\The.Librarians.S01E01.MULTI.1080P.AMZN.WEB-DL.X264-W074.mkv,K:\Les Nouveaux Aventuriers - Saison 01\The.Librarians.S01E01.MULTI.1080P.AMZN.WEB-DL.X264-W074\The.Librarians.S01E01.MULTI.1080P.AMZN.WEB-DL.X264-W074.mkv,,,,
Les Nouveaux Aventuriers - Saison 01 - 02 L'Épée dans le rocher,The Librarians - Season 01 - 02 And the Sword in the Stone,2014,,E,E,K:\Les Nouveaux Aventuriers - Saison 01\The.Librarians.S01E02.MULTI.1080P.AMZN.WEB-DL.X264-W074\The.Librarians.S01E02.MULTI.1080P.AMZN.WEB-DL.X264-W074.mkv,K:\Les Nouveaux Aventuriers - Saison 01\The.Librarians.S01E02.MULTI.1080P.AMZN.WEB-DL.X264-W074\The.Librarians.S01E02.MULTI.1080P.AMZN.WEB-DL.X264-W074.mkv,,,,
Les Nouveaux Aventuriers - Saison 01 - 03 L'Antre du Minotaure,The Librarians - Season 01 - 03 And the Horns of a Dilemma,2014,,E,E,K:\Les Nouveaux Aventuriers - Saison 01\The.Librarians.S01E03.MULTI.1080P.AMZN.WEB-DL.X264-W074\The.Librarians.S01E03.MULTI.1080P.AMZN.WEB-DL.X264-W074.mkv,K:\Les Nouveaux Aventuriers - Saison 01\The.Librarians.S01E03.MULTI.1080P.AMZN.WEB-DL.X264-W074\The.Librarians.S01E03.MULTI.1080P.AMZN.WEB-DL.X264-W074.mkv,,,,
Les Nouveaux Aventuriers - Saison 01 - 04 L'Enlèvement du père Noël,The Librarians - Season 01 - 04 And Santa's Midnight Run,2014,,E,E,K:\Les Nouveaux Aventuriers - Saison 01\The.Librarians.S01E04.MULTI.1080P.AMZN.WEB-DL.X264-W074\The.Librarians.S01E04.MULTI.1080P.AMZN.WEB-DL.X264-W074.mkv,K:\Les Nouveaux Aventuriers - Saison 01\The.Librarians.S01E04.MULTI.1080P.AMZN.WEB-DL.X264-W074\The.Librarians.S01E04.MULTI.1080P.AMZN.WEB-DL.X264-W074.mkv,,,,
Les Nouveaux Aventuriers - Saison 01 - 05 La Pomme de la discorde,The Librarians - Season 01 - 05 And the Apple of Discord,2014,,E,E,K:\Les Nouveaux Aventuriers - Saison 01\The.Librarians.S01E05.MULTI.1080P.AMZN.WEB-DL.X264-W074\The.Librarians.S01E05.MULTI.1080P.AMZN.WEB-DL.X264-W074.mkv,K:\Les Nouveaux Aventuriers - Saison 01\The.Librarians.S01E05.MULTI.1080P.AMZN.WEB-DL.X264-W074\The.Librarians.S01E05.MULTI.1080P.AMZN.WEB-DL.X264-W074.mkv,,,,
Les Nouveaux Aventuriers - Saison 01 - 06 Les Contes maléfiques,The Librarians - Season 01 - 06 And the Fables of Doom,2014,,E,E,K:\Les Nouveaux Aventuriers - Saison 01\The.Librarians.S01E06.MULTI.1080P.AMZN.WEB-DL.X264-W074\The.Librarians.S01E06.MULTI.1080P.AMZN.WEB-DL.X264-W074.mkv,K:\Les Nouveaux Aventuriers - Saison 01\The.Librarians.S01E06.MULTI.1080P.AMZN.WEB-DL.X264-W074\The.Librarians.S01E06.MULTI.1080P.AMZN.WEB-DL.X264-W074.mkv,,,,
