Titre Français,Titre Anglais,Année,Pochette,Disque Français,Disque Anglais,Act,Anim,Aven,Bio,Bonus,Com,Crime,Doc,Drame,Fant,Guer,Hist,Hor,Mus,Myst,Rom,Sc-Fi,Série,Spec,Sport,Thril,West,Note,Nombre de Voteurs,Durée,Producteur,En Vedette,Audio Français,Audio Anglais,Traité,Double,Dernier Épisode Visionné,3D,Année(s) saison,Dernière saison,Produit / Créé par,Adresse Résumé,Nouveau,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Source,Y,Film Étranger,Mini Série,Z,A,B,Catastrophe,Version Originale,C,Bestiole,Tous,Vue,Pas Vue,Adresse Séries,Coup de Coeur,Série En Cours,Série Complété,Espion,Antique,Politique,Procès,Super-Héros,Tueur en Série,Vampire,Zombie,Terroriste,Sorcellerie,Asiatique,Érotique,Nouveauté,D,Scientifique,Archéologie,Mon Vote,Commentaires Jules,Société,Religion,Format,Commentaires Gérald,QTP,E,Nouv Com Jules,Nouv Com Gérald,Extraterrestre,Sélection du Jour
L'Expérience de Philadelphie,The Philadelphia Experiment,2012,Picture 22855,O,O,X,,,,,,,,,,,,,,,,X,,,,X,,3.9,1 305,88,Paul Ziller ,"Nicholas Lea, Michael Paré, Ryan Robbins",O:\L'Expérience de Philadelphie\The.Philadelphia. Experiment.mkv,O:\L'Expérience de Philadelphie\The.Philadelphia. Experiment.mkv,O,,,,,,,8059,,,,,,,X,,,,,,,,,,L2,,,,,,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,V,Mauvais trucages et scénario pas très crédible mais un film quant même divertissant. Je donne une note de 5.4,,,,,,,,,,
Au-Delà des Pins,The Place Beyond the Pines,2012,Picture 23735,Q,Q,,,,,,,X,,X,,,,,,,X,,,,,X,,7.3,157718,140,Derek Cianfrance ,"Ryan Gosling, Bradley Cooper, Eva Mendes",Q:\Au-Delà des Pins\The Place Beyond The Pines.mkv,Q:\The Place Beyond the Pines\The Place Beyond The Pines.mkv,O,double,,,,,,8073,,,,,,,,,X,,,,,,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Possession,The Possession,2012,Picture 22867,M,M,,,,,,,,,X,,,,X,,,,,,,,X,,5.9,36 624,92,Ole Bornedal ,"Natasha Calis, Jeffrey Dean Morgan, Kyra Sedgwick",M:\La Possession\VIDEO_TS\VIDEO_TS.IFO,M:\La Possession\VIDEO_TS\VIDEO_TS.IFO,O,,,,,,,8085,,,,,X,,,,,,,,,,,,L3,,,,,,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,V,Scénario intéressant. Quelques bonnes scènes d'horreur dans la deuxième partie du film. Je donne 6.2,,,,,,,,,,
Le Corbeau,The Raven,2012,Picture 22887,L,L,,,,,,,X,,X,,,,,,X,,,,,,,,6.4,61 710,110,James McTeigue ,"John Cusack, Alice Eve, Luke Evans",L:\Le Corbeau\VIDEO_TS\VIDEO_TS.IFO,L:\Le Corbeau\VIDEO_TS\VIDEO_TS.IFO,O,,,,,,,8147,,,,X,,,,,,,,,,,,,L3,,,,,,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,V,Très très bonne intrigue policière avec de l'action dès le début. Un film captivant.,,,,Très bon suspense-policier. Nous fait découvrir quelques œuvres d'Edgard Alan Poe.,,,,,,
Wasteland,The Rise,2012,Picture 3847,C,C,,,,,,,X,,X,,,,,,,,,,,,X,,6.5,3451,108,Rowan Athale ,"Vanessa Kirby, Iwan Rheon, Matthew Lewis ",W:\Wasteland\The.Rise.mkv,W:\Wasteland\The.Rise.mkv,O,,,,,,,8184,,,,,,,,,,,,,,,,,Sel,,,,,,,,Anglais,X,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Les Saphirs,The Sapphires,2012,Picture 25366,V,V,,,,X,,X,,,X,,,,,X,,,,,,,,,7.0,10188,103,Wayne Blair ,"Chris O'Dowd,  Deborah Mailman,  Jessica Mauboy  ",V:\Les Saphirs\The.Sapphires.mkv,V:\The Sapphires\The.Sapphires.mp4,O,double,,,,,,8226,,,,,,,,,,,,,,X,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Roi Scorpion 3 - La Délivrance,The Scorpion King 3 - Battle for Redemption,2012,Picture 22910,L,L,X,,X,,,,,,,X,,,,,,,,,,,,,3.6,4 869,105,Roel Reiné ,"Dave Bautista, Bostin Christopher, Tanapol Chuksrida ",L:\Le Roi Scorpion 3 - La Délivrance\VIDEO_TS\VIDEO_TS.IFO,L:\Le Roi Scorpion 3 - La Délivrance\VIDEO_TS\VIDEO_TS.IFO,O,,,,,,,8236,,,,X,,,,,,,,,,,,,Sel,,,,,,,,Anglais,,,X,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
The Sessions,The Sessions,2012,Picture 24120,S,S,,,,X,,X,,,X,,,,,,,X,,,,,,,7.2,33636,95,Ben Lewin ,"John Hawkes, Helen Hunt, William H. Macy",S:\The Sessions (français)\lost-sessions.mkv,S:\The Sessions\The Sessions.mkv,O,double,,,,,,8264,,,,,,,,,,,X,,,,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,"Très très bon drame, excellente performance des deux acteurs.",,,,,,
The Sweeney,The Sweeney,2012,Picture 24572,T,T,X,,,,,,X,,X,,,,,,,,,,,,,,6.1,15505,112,Nick Love ,"Ray Winstone, Ben Drew, Hayley Atwell ",T:\The Sweeney (français)\The.Sweeney.mkv,T:\The Sweeney\The.Sweeney.mp4,O,double,,,,,,8364,,,,,,,,,,,,X,,,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Secret,The Tall Man,2012,Picture 24222,S,S,,,,,,,X,,X,,,,,,X,,,,,,X,,6.0,28411,106,Pascal Laugier ,"Jessica Biel, Jodelle Ferland, William B. Davis ",S:\The Secret\The.Tall.Man.mkv,S:\The Tall Man\The Tall Man.mp4,O,double,,,,,,8372,,,,,,,,,,,X,,,,,,L3,,,,,,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,V,Très bon suspense avec un excellent scénario et une conclusion géniale. Je donne 7.0,,,,,,,,,,
The Third Half,The Third Half,2012,Picture 4060,C,C,,,,,,,,,X,,X,X,,,,X,,,,X,,,7.7,8132,113,Darko Mitrevski ,"Katarina Ivanovska, Sasko Kocev, Richard Sammel ",W:\The Third Half\The.Third.Half.mkv,W:\The Third Half\The.Third.Half.mkv,O,,,,,,,8398,,,,,,,,,,,,,,,,,Sel,,X,,,,,,Allemand,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Tour,The Tower,2012,Picture 21898,O,,,,,,,,,,X,,,,,,,,,,,,X,,6.5,2180,121,Ji-hoon Kim ,"Sang-kyung Kim, Ye-jin Son, Kyung-gu Sol ",O:\La Tour\The.Tower.mkv,,O,,,,,,,8419,,,,,,,X,,,,,,,,,,L3,,,,,,,X,,,,X,X,,,,,,,,,,,,,,,,X,,,,,,J,Ridicule les scènes comiques à la coréenne. Pas trop fan aussi de leur tendance au mélodrame. Par contre très bonnes scènes de catastrophe. Ça demeure un film assez divertissant.,,,,,,,,,,
Une Autre Histoire de l'Amérique,The Untold History of the United States,2012,Picture 4161,C,,,,,,,,,X,,,X,X,,,,,,,,,,,8.6,8191,58,Oliver Stone ,"Oliver Stone, Alan Shearman, Jim Ward ",,,O,,,,,2013,P,8467,,,,,,,,,,,,,,,,,L3,,,X,,,,,,X,,X,X,,10457,X,,,,,X,,,,,,,,,,,,,,J,"Comme le dit le descriptif, vraiment passionnant. Une vision pas très reluisante de l'amérique.",,,,"Très intéressant, j'ai beaucoup appris.",,,,,,
Surveillance,The Watch,2012,Picture 22985,M,M,,,,,,X,,,,,,,,,,,X,,,,,,5.7,82 704,102,Akiva Schaffer ,"Ben Stiller, Vince Vaughn, Jonah Hill ",M:\Surveillance\VIDEO_TS\VIDEO_TS.IFO,M:\Surveillance\VIDEO_TS\VIDEO_TS.IFO,O,,,,,,,8515,,,,,X,,,,,,,,,,,,L3,,,,,,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,J,Sujet intéressant mais y'a trop de blagues idiotes dans ce film. Sans ça j'aurais donné une bien meilleure note.,,,,,,,,,,
La Dame en Noir,The Woman in Black,2012,Picture 22996,M,M,,,,,,,,,X,,,,X,,,,,,,,X,,6.5,104 501,95,James Watkins ,"Daniel Radcliffe, Janet McTeer, Ciarán Hinds ",M:\La Dame en Noir\VIDEO_TS\VIDEO_TS.IFO,M:\La Dame en Noir\VIDEO_TS\VIDEO_TS.IFO,O,,,,,,,8573,,,,,X,,,,,,,,,,,,Sel,,,,,,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Les Mots,The Words,2012,Picture 23934,R,R,,,,,,,,,X,,,,,,X,X,,,,,,,7.1,51767,102,"Brian Klugman, Lee Sternthal ","Bradley Cooper, Dennis Quaid, Olivia Wilde",R:\Les Mots\The.Words.mkv,R:\Les Mots\The.Words.mkv,O,,,,,,,8579,,,,,,,,,,X,,,,,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40 Ans, Mode d'Emploi",This Is 40,2012,Picture 24308,S,S,,,,,,X,,,,,,,,,,,,,,,,,6.2,93855,134,Judd Apatow ,"Paul Rudd, Leslie Mann, Maude Apatow ","S:\40 Ans, Mode d'Emploi\This.Is.40.mkv","S:\40 Ans, Mode d'Emploi\This.Is.40.mkv",O,,,,,,,8634,,,,,,,,,,,X,,,,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C'est la Guerre,This Means War,2012,Picture 264,M,M,X,,,,,X,,,,,,,,,,X,,,,,,,6.4,113 849,103,McG ,"Reese Witherspoon, Chris Pine, Tom Hardy ",M:\C'est la Guerre\VIDEO_TS\VIDEO_TS.IFO,M:\C'est la Guerre\VIDEO_TS\VIDEO_TS.IFO,O,,,,,,,8640,,,,,X,,,,,,,,,,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,Très rigolo et pas mal d'action.,,,,,,
Titanic - De Sang et d'Acier,Titanic - Blood and Steel,2012,Picture 6004,E,E,,,,,,,,,X,,,,,,,,,,,,,,7.2,2100,55,Ciaran Donnelly ,"​Kevin Zegers, ​Alessandra Mastronardi, ​Derek Jacobi",,,X,,,,,2012,P,10419,,,,,,,,,,,,,,,,,Sel,,,X,,,,,Anglais,,,X,,X,10468,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
James Cameron - La Vérité sur le Titanic,Titanic - The Final Word with James Cameron,2012,Picture 4369,D,,,,,,,,,X,,,,,,,,,,,,,,,7.6,590,120,Tony Gerber ,"James Cameron, Ken Marschall, Paul-Henri Nargeolet",N:\James Cameron - La Vérité sur le Titanic\La verite sur le Titanic.mkv,,O,,,,,,,8691,,,,,,,,,,,,,,,,,Sel,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
To Rome with Love,To Rome with Love,2012,Picture 26074,X,X,,,,,,X,,,,,,,,,,X,,,,,,,6.3,68529,112,Woody Allen ,"Woody Allen,  Penélope Cruz,  Jesse Eisenberg ",X:\To Rome with Love\To Rome with Love.mkv,X:\To Rome with Love\To Rome with Love.mkv,O,,,,,,,8701,,,,,,,,,,,,,,,,X,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Recall,Total Recall,2012,Picture 23024,M,M,X,,X,,,,,,,,,,,,,,X,,,,X,,6.3,161 399,118,Len Wiseman ,"Colin Farrell, Bokeem Woodbine, Bryan Cranston",M:\Total Recall\VIDEO_TS\VIDEO_TS.IFO,M:\Total Recall\VIDEO_TS\VIDEO_TS.IFO,O,,,,,,,8734,,,,,X,,,,,,,,,,,,Sel,,,,,,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,"Un bon remake, évidemment de meilleurs effets spéciaux qu'en 1990.",,,,,,
Transit,Transit,2012,Picture 25183,V,V,X,,,,,,X,,,,,,,,,,,,,,X,,5.8,8981,88,Antonio Negret ,"Jim Caviezel, James Frain, Elisabeth Röhm ",V:\Transit\Transit.mkv,V:\Transit\Transit.mkv,O,,,,,,,8772,,,,,,,,,,,,,,X,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L'Île au Trésor,Treasure Island,2012,Picture 1654,Z,Z,,,X,,,,,,,,,,,,,,,,,,,,6.3,5276,87,Steve Barron ,"Eddie Izzard,  Toby Regbo,  Rupert Penry-Jones ",Z:\L'Île au Trésor\Treasure Island.mkv,Z:\L'Île au Trésor\Treasure Island.mkv,O,,,,,,,8783,,,,,,,,,,,,,,,,,Sel,,,,X,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retour au Jeu,Trouble with the Curve,2012,Picture 23495,P,P,,,,,,,,,X,,,,,,,,,,,X,,,6.8,39301,111,Robert Lorenz ,"Clint Eastwood, Amy Adams, John Goodman ",P:\Retour au Jeu\Trouble.with.the.Curve.mkv,P:\Retour au Jeu\Trouble.with.the.Curve.mkv,O,,,,,,,8812,,,,,,,,X,,,,,,,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sous le Lit,Under the Bed,2012,Picture 22422,O,,,,,,,,,,X,,,,X,,,,,,,,X,,4.5,1308,87,Steven C. Miller ,"Jonny Weston, Gattlin Griffith, Peter Holden",O:\Sous le Lit\Under.The.Bed.avi,,O,,,,,,,8905,,,,,,,X,,,,,,,,,,L3,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,V,Un film d'horreur classique. Drame et horreur léger la plus grande parti du film. De la bonne grosse horreur les 15 dernières minutes. Je donne une note de 5.4,,,,,,,,,,
Monde Infernal 4 - L'Éveil,Underworld 4 - Awakening,2012,Picture 23068,J,J,X,,,,,,,,,X,,,X,,,,,,,,,,6.4,89 899,88,"Måns Mårlind, Björn Stein ","Kate Beckinsale, Michael Ealy, India Eisley",,,O,,,X,,,,8919,,X,,,,,,,,,,,,,,X,Sel,,,,,,,,Anglais,,,X,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,"Excllente franchise. Très bons duels de vampires et loups-garous, plein d'action et quels effets spéciaux ! En plus, Kate Beckinsale est très sexy dans son petit suit noir.",,,,,,
Monde Infernal 4 - L'Éveil - Le Film,Underworld 4 - Awakening - The Movie,2012,,J,J,X,,,,,,,,,X,,,X,,,,,,,,,,6.4,,,,,B:\Monde Infernal 4 - L'Éveil\VIDEO_TS\VIDEO_TS.IFO,B:\Monde Infernal 4 - L'Éveil\VIDEO_TS\VIDEO_TS.IFO,N,,,X,,,,,,X,,,,,,,,,,,,,,X,Sel,,,,,,,,Anglais,,,X,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
Monde Infernal 4 - L'Éveil - Le Film 3D,Underworld 4 - Awakening - The Movie 3D,2012,,X,X,X,,,,,,,,,X,,,X,,,,,,,,,,6.4,,,,,X:\Monde Infernal 4 - L'Éveil (3D)\UNDERWORLD_4_3D\Monde Infernal 4.mkv,X:\Monde Infernal 4 - L'Éveil (3D)\UNDERWORLD_4_3D\Monde Infernal 4.mkv,N,,,X,,,,,,X,,,,,,,,,,,,,,X,Sel,,,,,,,,Anglais,,,X,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
Unité Spéciale 4 - Le Jour de la Vengeance,Universal Soldier 4 - Day of Reckoning,2012,Picture 2299,A,,X,,,,,,,,,,,,X,,X,,X,,,,X,,5.0,17531,114,John Hyams ,"Jean-Claude Van Damme,  Dolph Lundgren,  Scott Adkins",A:\Unité Spéciale 4 - Le Jour de la Vengeance\Universal.Soldier.Day.of.Reckoning.mkv,,O,,,,,,,8937,,,,,,,,,,,,,,,,,Sel,,,,,X,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Un Monde à l'Envers,Upside Down,2012,Picture 23074,M,M,,,,,,,,,X,X,,,,,,X,X,,,,,,6.4,43 409,109,Juan Solanas ,"Jim Sturgess, Kirsten Dunst, Timothy Spall",M:\Un Monde à l'Envers\VIDEO_TS\VIDEO_TS.IFO,M:\Un Monde à l'Envers\VIDEO_TS\VIDEO_TS.IFO,O,,,,,,,8957,,,,,X,,,,,,,,,,,,Sel,,,,,,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,"Intéressant concept la double-gravité, mais film trop romance à mon goût. Pas à revoir.",,,,,,
VHS,VHS,2012,Picture 2877,B,B,,,,,,,,,,,,,X,,,,,,,,X,,5.8,52368,116,"Matt Bettinelli-Olpin, David Bruckner","Calvin Reeder, Lane Hughes, Adam Wingard",Q:\VHS\VHS.mkv,Q:\VHS\VHS.mkv,O,,,,,,,9010,,,,,,,,,,,,,,,,,Sel,,,,,,X,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wadjda,Wadjda,2012,Picture 3826,C,C,,,,,,X,,,X,,,,,,,,,,,,,,7.5,17487,98,Haifaa Al-Mansour,"Waad Mohammed, Reem Abdullah, Abdullrahman Al Gohani ",W:\Wadjda\Wadjda.mkv,W:\Wadjda\Wadjda.mkv,O,,,,,,,9053,,,,,,,,,,,,,,,,,Sel,,X,,,,,,Arabe,X,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Nuit du Loup-Garou,Werewolf - The Beast Among Us,2012,Picture 4873,D,D,,,X,,,,,,,X,,,X,,,,,,,,,,5.1,5970,93,Louis Morneau ,"Ed Quinn, Guy Wilson, Stephen Rea ",N:\La Nuit du Loup-Garou\Werewolf.The.Beast.Among.mkv,N:\La Nuit du Loup-Garou\Werewolf.The.Beast.Among.mkv,N,,,,,,,9140,,,,,,,,,,,,,,,,,Sel,,,,,,,,Anglais,,X,X,X,,,,,,,,,,,,,,,,,,,X,,,J,,,,,,,,,,,
Ce Qui Vous Attend si Vous Attendez un Enfant,What to Expect When You're Expecting,2012,Picture 24841,U,U,,,,,,X,,,X,,,,,,,X,,,,,,,5.7,54173,110,Kirk Jones ,"Cameron Diaz, Matthew Morrison, J. Todd Smith",U:\Ce Qui Vous Attend si Vous Attendez un Enfant\what.to.expect.when.youre.expecting.mkv,U:\Ce Qui Vous Attend si Vous Attendez un Enfant\what.to.expect.when.youre.expecting.mkv,O,,,,,,,9153,,,,,,,,,,,,,X,,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tigre Blanc,White Tiger,2012,Picture 2175,A,,X,,X,,,,,,,X,X,,,,,,,,,,,,6.1,2608,104,Karen Shakhnazarov ,"Aleksey Vertkov,  Vitaliy Kishchenko,  Valeriy Grishko ",A:\Tigre Blanc\White Tiger.mkv,,O,,,,,,,9201,,,,,,,,,,,,,,,,,Sel,,X,,,X,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Les Enfants Loups, Ame et Yuki",Wolf Children,2012,Picture 23363,P,P,,X,,,,,,,X,X,,,,,,,,,,,,,8.1,7077,117,Mamoru Hosoda ,"Aoi Miyazaki, Takao Ohsawa, Haru Kuroki ","P:\Les Enfants Loups, Ame et Yuki\Les.Enfants.Loups.Ame.Et.Yuki.mkv",P:\Wolf Children\Wolf Children.mp4,O,double,,,,,,9259,,,,,,,,X,,,,,,,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
On ne Cèdera Pas,Won't Back Down,2012,Picture 25622,W,W,,,,,,,,,X,,,,,,,,,,,,,,6.4,5008,121,Daniel Barnz ,"Viola Davis,  Maggie Gyllenhaal,  Holly Hunter",W:\On ne Cèdera Pas\Wont.Back.Down.mkv,W:\Won't Back Down\Won't Back Down.mkv,O,double,,,,,,9279,,,,,,,,,,,,,,,X,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Colère des Titans,Wrath of the Titans,2012,Picture 23137,J,J,X,,X,,,,,,,X,,,,,,,,,,,,,5.8,122 505,99,Jonathan Liebesman ,"Sam Worthington, Liam Neeson, Rosamund Pike ",,,O,,,X,,,,9291,,X,,,,,,,,,,,,,,X,L3,,,,,,,,Anglais,,,X,X,,,,,,,X,,,,,,,,,,,,,,,V,"Un bon film d'aventure avec de l'action, du fantastique et de bons trucages. Très divertissamt. Je donne une note de 6.8",,,,"Pas pire, de l'action, la belle Rosamund, mais une coche en dessous du premier.",,,,,,
La Colère des Titans - Le Film,Wrath of the Titans - The Movie,2012,,J,J,X,,X,,,,,,,X,,,,,,,,,,,,,5.8,,,,,B:\La Colère des Titans\VIDEO_TS\VIDEO_TS.IFO,B:\La Colère des Titans\VIDEO_TS\VIDEO_TS.IFO,N,,,X,,,,,,X,,,,,,,,,,,,,,X,L3,,,,,,,,Anglais,,,X,X,,,,,,,X,,,,,,,,,,,,,,,V,,,,,,,,,,,
La Colère des Titans - Le Film 3D,Wrath of the Titans - The Movie 3D,2012,,X,X,X,,X,,,,,,,X,,,,,,,,,,,,,5.8,,,,,X:\La Colère des Titans (3D)\WRATH_OF_THE_TITANS\WRATH_OF_THE_TITANS.mkv,X:\La Colère des Titans (3D)\WRATH_OF_THE_TITANS\WRATH_OF_THE_TITANS.mkv,N,,,X,,,,,,X,,,,,,,,,,,,,,X,L3,,,,,,,,Anglais,,,X,X,,,,,,,X,,,,,,,,,,,,,,,V,,,,,,,,,,,
Les Mondes de Ralph,Wreck-It Ralph,2012,Picture 23379,P,P,,X,X,,,X,,,,,,,,,,,,,,,,,7.8,182692,101,Rich Moore ,"John C. Reilly, Jack McBrayer, Jane Lynch ",P:\Les Mondes de Ralph\les.mondes.de.ralph.mkv,P:\Les Mondes de Ralph\les.mondes.de.ralph.mkv,O,,,,,,,9293,,,,,,,,X,,,,,,,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sortie Fatale 5,Wrong Turn 5 - Bloodlines,2012,Picture 23142,N,N,,,,,,,,,,,,,X,,,,,,,,X,,4.0,8717,87,Declan O'Brien,"Doug Bradley, Camilla Arfwedson, Simon Ginty",N:\Sortie Fatale 5\Wrong.Turn.5.mkv,N:\Sortie Fatale 5\Wrong.Turn.5.mkv,O,,,,,,,9299,,,,,,X,,,,,,,,,,,Sel,,,,,,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,"Juteux, parfait Quand..T'es..Paf.",X,,,,,
Opération avant l'Aube,Zero Dark Thirty,2012,Picture 23166,M,M,,,,,,,,,X,,,X,,,,,,,,,X,,7.4,167500,157,Kathryn Bigelow ,"Jessica Chastain, Joel Edgerton, Chris Pratt",M:\Opération avant l'Aube\VIDEO_TS\VIDEO_TS.IFO,M:\Opération avant l'Aube\VIDEO_TS\VIDEO_TS.IFO,O,,,,,,,9369,,,,,X,,,,,,,,,,,,L3,,,,,,,,Anglais,,,X,X,,,,,,X,,,,,,,,,,,,,,,,J,"Tous les personnages sont inspirés d'individus réels. Dans les faits Maya aurait une personnalité pas très reluisante; On là surnommé la reine de la torture. Ceci dit, c'est malgré tout un bon film assez proche de la véritable histoire.",,,,"Excellent récit des évènements, Jessica Chastain est très bonne !",,,,,,
"1911, Révolution","1911, Revolution",2011,Picture 25336,V,,X,,X,,,,,,X,,X,X,,,,,,,,,,,6.0,4568,121,"Li Zhang,  Jackie Chan ","Jackie Chan,  Winston Chao,  Bingbing Li  ","V:\1911, Révolution\1911.Revolution.mkv",,O,,,,,,,49,,,,,,,,,,,,,,X,,,Sel,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
30 Minutes Maximum,30 Minutes or Less,2011,Picture 23581,Q,Q,X,,,,,X,X,,,,,,,,,,,,,,,,6.2,70297,83,Ruben Fleischer ,"Jesse Eisenberg, Danny McBride, Nick Swardson ",Q:\30 Minutes Maximum\30 Minutes or Less.mkv,Q:\30 Minutes Maximum\30 Minutes or Less.mkv,O,,,,,,,92,,,,,,,,,X,,,,,,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388 Arletta Avenue,388 Arletta Avenue,2011,Picture 5631,E,,,,,,,,,,,,,,X,,,,,,,,X,,4.8,2114,87,​Randall Cole,"​Nick Stahl, ​Mia Kirshner, ​Devon Sawa",K:\388 Arletta Avenue\388.Arletta.Avenue.mkv,,N,,,,,,,10047,,,,,,,,,,,,,,,,,Sel,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
État de Guerre,5 Days of War,2011,Picture 25379,V,V,X,,,,,,,,X,,X,,,,,,,,,,,,5.6,11938,113,Renny Harlin ,"Rupert Friend,  Emmanuelle Chriqui,  Richard Coyle  ",V:\État de Guerre\5.Days.Of.War.mkv,V:\État de Guerre\5.Days.Of.War.mkv,O,,,,,,,114,,,,,,,,,,,,,,X,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50-50,50-50,2011,Picture 23772,Q,Q,,,,,,X,,,X,,,,,,,,,,,,,,7.7,239432,100,Jonathan Levine ,"Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick",Q:\50-50\50 50.mkv,Q:\50-50\50 50.mkv,O,,,,,,,117,,,,,,,,,X,,,,,,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,"Une bonne comédie dans le cadre d'un sujet pas évident, le cancer. J'adore Anna Kendrick.",,,,,,
51,51,2011,Picture 28,N,N,,,,,,,,,,,,,X,,,,X,,,,,,3.4,2225,90,Jason Connery,"Rachel Miner, Bruce Boxleitner, Jason London",N:\51\VIDEO_TS\VIDEO_TS.IFO,N:\51\VIDEO_TS\VIDEO_TS.IFO,O,,,,,,,118,,,,,,X,,,,,,,,,,,Sel,,,,,,,,Anglais,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Une Méthode Dangereuse,A Dangerous Method,2011,Picture 146,O,O,,,,X,,,,,X,,,,,,,,,,,,X,,6.5,62771,99,David Cronenberg,"Michael Fassbender, Keira Knightley, Viggo Mortensen ",O:\Une Méthode Dangereuse\A Dangerous Method.mkv,O:\Une Méthode Dangereuse\A Dangerous Method.mkv,O,,,,,,,167,,,,,,,X,,,,,,,,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poursuite Mortelle,A Lonely Place to Die,2011,Picture 24056,R,R,,,X,,,,X,,X,,,,,,,,,,,,X,,6.3,19964,99,Julian Gilbey ,"Alec Newman, Ed Speleers, Melissa George",R:\Poursuite Mortelle\Poursuite Mortelle.mkv,R:\Poursuite Mortelle\Poursuite Mortelle.mkv,O,,,,,,,201,,,,,,,,,,X,,,,,,,L3,,,,,,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,J,Très bon scénario. Thriller captivant. ,,,,"Tout un suspense, dans le cadre majesteux des montagnes d'Écosse.",,,X,,,
